,Team Number,Team Name,Date,Win Streak,Numeric Win Streak
9952,182, Oklahoma_St,20180513,-,-1
9953,182, Oklahoma_St,20180517,--,-2
9954,182, Oklahoma_St,20180518,---,-3
9955,182, Oklahoma_St,20180519,----,-4
9956,182, Oklahoma_St,20180523,-----,-5
9957,182, Oklahoma_St,20180524,------,-6
9958,182, Oklahoma_St,20180601,+,1
9959,182, Oklahoma_St,20180602,-,-1
9960,182, Oklahoma_St,20180603,+,1
9961,182, Oklahoma_St,20180604,-,-1
9962,183, Old_Dominion,20180216,+,1
9963,183, Old_Dominion,20180217,-,-1
9964,183, Old_Dominion,20180218,--,-2
9965,183, Old_Dominion,20180220,+,1
9966,183, Old_Dominion,20180223,-,-1
9967,183, Old_Dominion,20180224,--,-2
9968,183, Old_Dominion,20180225,+,1
9969,183, Old_Dominion,20180228,-,-1
9970,183, Old_Dominion,20180302,--,-2
9971,183, Old_Dominion,20180303,---,-3
9972,183, Old_Dominion,20180304,+,1
9973,183, Old_Dominion,20180306,++,2
9974,183, Old_Dominion,20180309,-,-1
9975,183, Old_Dominion,20180310,--,-2
9976,183, Old_Dominion,20180310,+,1
9977,183, Old_Dominion,20180314,++,2
9978,183, Old_Dominion,20180316,-,-1
9979,183, Old_Dominion,20180317,--,-2
9980,183, Old_Dominion,20180318,+,1
9981,183, Old_Dominion,20180323,-,-1
9982,183, Old_Dominion,20180324,--,-2
9983,183, Old_Dominion,20180325,+,1
9984,183, Old_Dominion,20180328,-,-1
9985,183, Old_Dominion,20180330,--,-2
9986,183, Old_Dominion,20180331,---,-3
9987,183, Old_Dominion,20180401,+,1
9988,183, Old_Dominion,20180403,-,-1
9989,183, Old_Dominion,20180406,--,-2
9990,183, Old_Dominion,20180407,---,-3
9991,183, Old_Dominion,20180408,----,-4
9992,183, Old_Dominion,20180410,-----,-5
9993,183, Old_Dominion,20180413,------,-6
9994,183, Old_Dominion,20180414,+,1
9995,183, Old_Dominion,20180414,-,-1
9996,183, Old_Dominion,20180418,--,-2
9997,183, Old_Dominion,20180420,---,-3
9998,183, Old_Dominion,20180421,----,-4
9999,183, Old_Dominion,20180422,+,1
10000,183, Old_Dominion,20180427,-,-1
10001,183, Old_Dominion,20180428,--,-2
10002,183, Old_Dominion,20180429,---,-3
10003,183, Old_Dominion,20180502,----,-4
10004,183, Old_Dominion,20180504,-----,-5
10005,183, Old_Dominion,20180504,+,1
10006,183, Old_Dominion,20180508,++,2
10007,183, Old_Dominion,20180511,-,-1
10008,183, Old_Dominion,20180512,+,1
10009,183, Old_Dominion,20180513,-,-1
10010,183, Old_Dominion,20180515,--,-2
10011,183, Old_Dominion,20180517,---,-3
10012,183, Old_Dominion,20180518,----,-4
10013,183, Old_Dominion,20180519,-----,-5
10014,184, Oral_Roberts,20180216,+,1
10015,184, Oral_Roberts,20180217,++,2
10016,184, Oral_Roberts,20180218,+++,3
10017,184, Oral_Roberts,20180225,++++,4
10018,184, Oral_Roberts,20180225,-,-1
10019,184, Oral_Roberts,20180228,+,1
10020,184, Oral_Roberts,20180302,-,-1
10021,184, Oral_Roberts,20180303,+,1
10022,184, Oral_Roberts,20180304,-,-1
10023,184, Oral_Roberts,20180307,+,1
10024,184, Oral_Roberts,20180309,-,-1
10025,184, Oral_Roberts,20180310,--,-2
10026,184, Oral_Roberts,20180311,+,1
10027,184, Oral_Roberts,20180313,-,-1
10028,184, Oral_Roberts,20180316,+,1
10029,184, Oral_Roberts,20180317,++,2
10030,184, Oral_Roberts,20180317,+++,3
10031,184, Oral_Roberts,20180320,++++,4
10032,184, Oral_Roberts,20180321,-,-1
10033,184, Oral_Roberts,20180323,--,-2
10034,184, Oral_Roberts,20180324,---,-3
10035,184, Oral_Roberts,20180325,+,1
10036,184, Oral_Roberts,20180327,-,-1
10037,184, Oral_Roberts,20180330,+,1
10038,184, Oral_Roberts,20180330,++,2
10039,184, Oral_Roberts,20180331,+++,3
10040,184, Oral_Roberts,20180403,-,-1
10041,184, Oral_Roberts,20180407,--,-2
10042,184, Oral_Roberts,20180407,+,1
10043,184, Oral_Roberts,20180408,-,-1
10044,184, Oral_Roberts,20180411,--,-2
10045,184, Oral_Roberts,20180413,+,1
10046,184, Oral_Roberts,20180414,++,2
10047,184, Oral_Roberts,20180415,+++,3
10048,184, Oral_Roberts,20180417,++++,4
10049,184, Oral_Roberts,20180420,-,-1
10050,184, Oral_Roberts,20180420,+,1
10051,184, Oral_Roberts,20180421,++,2
10052,184, Oral_Roberts,20180427,+++,3
10053,184, Oral_Roberts,20180428,++++,4
10054,184, Oral_Roberts,20180429,+++++,5
10055,184, Oral_Roberts,20180501,++++++,6
10056,184, Oral_Roberts,20180504,+++++++,7
10057,184, Oral_Roberts,20180505,++++++++,8
10058,184, Oral_Roberts,20180506,+++++++++,9
10059,184, Oral_Roberts,20180508,-,-1
10060,184, Oral_Roberts,20180511,+,1
10061,184, Oral_Roberts,20180512,++,2
10062,184, Oral_Roberts,20180513,+++,3
10063,184, Oral_Roberts,20180515,-,-1
10064,184, Oral_Roberts,20180517,--,-2
10065,184, Oral_Roberts,20180518,+,1
10066,184, Oral_Roberts,20180519,++,2
10067,184, Oral_Roberts,20180523,+++,3
10068,184, Oral_Roberts,20180524,++++,4
10069,184, Oral_Roberts,20180526,+++++,5
10070,184, Oral_Roberts,20180601,-,-1
10071,184, Oral_Roberts,20180602,--,-2
10072,185, Oregon,20180216,+,1
10073,185, Oregon,20180217,-,-1
10074,185, Oregon,20180218,+,1
10075,185, Oregon,20180223,-,-1
10076,185, Oregon,20180224,+,1
10077,185, Oregon,20180225,++,2
10078,185, Oregon,20180227,+++,3
10079,185, Oregon,20180302,++++,4
10080,185, Oregon,20180303,-,-1
10081,185, Oregon,20180304,+,1
10082,185, Oregon,20180305,++,2
10083,185, Oregon,20180309,+++,3
10084,185, Oregon,20180310,++++,4
10085,185, Oregon,20180310,+++++,5
10086,185, Oregon,20180311,-,-1
10087,185, Oregon,20180313,+,1
10088,185, Oregon,20180316,-,-1
10089,185, Oregon,20180317,--,-2
10090,185, Oregon,20180318,---,-3
10091,185, Oregon,20180324,+,1
10092,185, Oregon,20180324,++,2
10093,185, Oregon,20180325,-,-1
10094,185, Oregon,20180326,--,-2
10095,185, Oregon,20180329,+,1
10096,185, Oregon,20180330,-,-1
10097,185, Oregon,20180331,--,-2
10098,185, Oregon,20180402,+,1
10099,185, Oregon,20180406,++,2
10100,185, Oregon,20180406,+++,3
10101,185, Oregon,20180408,-,-1
10102,185, Oregon,20180409,--,-2
10103,185, Oregon,20180413,---,-3
10104,185, Oregon,20180415,----,-4
10105,185, Oregon,20180415,+,1
10106,185, Oregon,20180419,-,-1
10107,185, Oregon,20180420,--,-2
10108,185, Oregon,20180421,---,-3
10109,185, Oregon,20180425,----,-4
10110,185, Oregon,20180427,-----,-5
10111,185, Oregon,20180428,+,1
10112,185, Oregon,20180429,++,2
10113,185, Oregon,20180501,-,-1
10114,185, Oregon,20180504,--,-2
10115,185, Oregon,20180505,---,-3
10116,185, Oregon,20180506,+,1
10117,185, Oregon,20180508,-,-1
10118,185, Oregon,20180511,+,1
10119,185, Oregon,20180512,++,2
10120,185, Oregon,20180513,+++,3
10121,185, Oregon,20180518,-,-1
10122,185, Oregon,20180519,--,-2
10123,185, Oregon,20180520,---,-3
10124,185, Oregon,20180524,----,-4
10125,185, Oregon,20180525,+,1
10126,185, Oregon,20180526,-,-1
10127,186, Oregon_St,20180216,+,1
10128,186, Oregon_St,20180217,++,2
10129,186, Oregon_St,20180218,+++,3
10130,186, Oregon_St,20180219,++++,4
10131,186, Oregon_St,20180222,+++++,5
10132,186, Oregon_St,20180223,++++++,6
10133,186, Oregon_St,20180224,+++++++,7
10134,186, Oregon_St,20180225,++++++++,8
10135,186, Oregon_St,20180302,+++++++++,9
10136,186, Oregon_St,20180303,++++++++++,10
10137,186, Oregon_St,20180303,+++++++++++,11
10138,186, Oregon_St,20180304,++++++++++++,12
10139,186, Oregon_St,20180306,+++++++++++++,13
10140,186, Oregon_St,20180309,-,-1
10141,186, Oregon_St,20180310,+,1
10142,186, Oregon_St,20180311,++,2
10143,186, Oregon_St,20180316,+++,3
10144,186, Oregon_St,20180317,++++,4
10145,186, Oregon_St,20180318,+++++,5
10146,186, Oregon_St,20180324,++++++,6
10147,186, Oregon_St,20180324,+++++++,7
10148,186, Oregon_St,20180325,-,-1
10149,186, Oregon_St,20180329,--,-2
10150,186, Oregon_St,20180330,+,1
10151,186, Oregon_St,20180331,-,-1
10152,186, Oregon_St,20180402,+,1
10153,186, Oregon_St,20180403,++,2
10154,186, Oregon_St,20180406,+++,3
10155,186, Oregon_St,20180407,-,-1
10156,186, Oregon_St,20180408,--,-2
10157,186, Oregon_St,20180413,+,1
10158,186, Oregon_St,20180413,++,2
10159,186, Oregon_St,20180414,+++,3
10160,186, Oregon_St,20180419,++++,4
10161,186, Oregon_St,20180420,+++++,5
10162,186, Oregon_St,20180421,++++++,6
10163,186, Oregon_St,20180424,+++++++,7
10164,186, Oregon_St,20180427,++++++++,8
10165,186, Oregon_St,20180428,-,-1
10166,186, Oregon_St,20180429,+,1
10167,186, Oregon_St,20180501,++,2
10168,186, Oregon_St,20180504,+++,3
10169,186, Oregon_St,20180505,++++,4
10170,186, Oregon_St,20180508,+++++,5
10171,186, Oregon_St,20180511,++++++,6
10172,186, Oregon_St,20180512,+++++++,7
10173,186, Oregon_St,20180513,-,-1
10174,186, Oregon_St,20180514,+,1
10175,186, Oregon_St,20180515,++,2
10176,186, Oregon_St,20180518,+++,3
10177,186, Oregon_St,20180519,++++,4
10178,186, Oregon_St,20180520,-,-1
10179,186, Oregon_St,20180524,+,1
10180,186, Oregon_St,20180525,++,2
10181,186, Oregon_St,20180526,-,-1
10182,186, Oregon_St,20180601,+,1
10183,186, Oregon_St,20180602,++,2
10184,186, Oregon_St,20180603,+++,3
10185,186, Oregon_St,20180608,++++,4
10186,186, Oregon_St,20180609,+++++,5
10187,186, Oregon_St,20180616,-,-1
10188,186, Oregon_St,20180618,+,1
10189,186, Oregon_St,20180620,++,2
10190,186, Oregon_St,20180622,+++,3
10191,186, Oregon_St,20180623,++++,4
10192,186, Oregon_St,20180626,-,-1
10193,186, Oregon_St,20180627,+,1
10194,186, Oregon_St,20180628,++,2
10195,191, PFW,20180216,-,-1
10196,191, PFW,20180218,+,1
10197,191, PFW,20180219,-,-1
10198,191, PFW,20180223,+,1
10199,191, PFW,20180225,-,-1
10200,191, PFW,20180225,--,-2
10201,191, PFW,20180302,+,1
10202,191, PFW,20180303,-,-1
10203,191, PFW,20180303,--,-2
10204,191, PFW,20180304,---,-3
10205,191, PFW,20180309,----,-4
10206,191, PFW,20180310,+,1
10207,191, PFW,20180311,-,-1
10208,191, PFW,20180317,--,-2
10209,191, PFW,20180317,---,-3
10210,191, PFW,20180318,----,-4
10211,191, PFW,20180323,-----,-5
10212,191, PFW,20180324,------,-6
10213,191, PFW,20180325,-------,-7
10214,191, PFW,20180328,--------,-8
10215,191, PFW,20180330,+,1
10216,191, PFW,20180331,-,-1
10217,191, PFW,20180401,+,1
10218,191, PFW,20180407,-,-1
10219,191, PFW,20180407,--,-2
10220,191, PFW,20180408,---,-3
10221,191, PFW,20180410,----,-4
10222,191, PFW,20180413,-----,-5
10223,191, PFW,20180414,------,-6
10224,191, PFW,20180415,-------,-7
10225,191, PFW,20180420,+,1
10226,191, PFW,20180420,++,2
10227,191, PFW,20180421,+++,3
10228,191, PFW,20180425,-,-1
10229,191, PFW,20180427,--,-2
10230,191, PFW,20180428,+,1
10231,191, PFW,20180429,-,-1
10232,191, PFW,20180504,--,-2
10233,191, PFW,20180505,---,-3
10234,191, PFW,20180505,----,-4
10235,191, PFW,20180508,-----,-5
10236,191, PFW,20180511,------,-6
10237,191, PFW,20180512,-------,-7
10238,191, PFW,20180513,--------,-8
10239,191, PFW,20180515,---------,-9
10240,191, PFW,20180517,+,1
10241,191, PFW,20180518,-,-1
10242,191, PFW,20180519,--,-2
10243,187, Pacific,20180216,+,1
10244,187, Pacific,20180216,-,-1
10245,187, Pacific,20180217,--,-2
10246,187, Pacific,20180217,---,-3
10247,187, Pacific,20180223,+,1
10248,187, Pacific,20180224,-,-1
10249,187, Pacific,20180225,+,1
10250,187, Pacific,20180225,-,-1
10251,187, Pacific,20180227,--,-2
10252,187, Pacific,20180302,+,1
10253,187, Pacific,20180303,-,-1
10254,187, Pacific,20180303,--,-2
10255,187, Pacific,20180304,+,1
10256,187, Pacific,20180306,++,2
10257,187, Pacific,20180309,+++,3
10258,187, Pacific,20180310,-,-1
10259,187, Pacific,20180311,--,-2
10260,187, Pacific,20180316,---,-3
10261,187, Pacific,20180317,----,-4
10262,187, Pacific,20180318,-----,-5
10263,187, Pacific,20180323,------,-6
10264,187, Pacific,20180324,-------,-7
10265,187, Pacific,20180325,+,1
10266,187, Pacific,20180329,-,-1
10267,187, Pacific,20180330,+,1
10268,187, Pacific,20180331,++,2
10269,187, Pacific,20180402,+++,3
10270,187, Pacific,20180406,-,-1
10271,187, Pacific,20180407,--,-2
10272,187, Pacific,20180408,+,1
10273,187, Pacific,20180410,++,2
10274,187, Pacific,20180413,+++,3
10275,187, Pacific,20180414,-,-1
10276,187, Pacific,20180415,--,-2
10277,187, Pacific,20180417,---,-3
10278,187, Pacific,20180420,----,-4
10279,187, Pacific,20180421,+,1
10280,187, Pacific,20180422,-,-1
10281,187, Pacific,20180424,--,-2
10282,187, Pacific,20180427,+,1
10283,187, Pacific,20180428,++,2
10284,187, Pacific,20180429,-,-1
10285,187, Pacific,20180501,+,1
10286,187, Pacific,20180504,++,2
10287,187, Pacific,20180505,-,-1
10288,187, Pacific,20180506,--,-2
10289,187, Pacific,20180513,+,1
10290,187, Pacific,20180514,-,-1
10291,187, Pacific,20180517,--,-2
10292,187, Pacific,20180518,+,1
10293,187, Pacific,20180519,++,2
10294,188, Penn,20180223,-,-1
10295,188, Penn,20180224,--,-2
10296,188, Penn,20180224,+,1
10297,188, Penn,20180302,-,-1
10298,188, Penn,20180303,--,-2
10299,188, Penn,20180304,---,-3
10300,188, Penn,20180306,----,-4
10301,188, Penn,20180307,-----,-5
10302,188, Penn,20180309,------,-6
10303,188, Penn,20180310,+,1
10304,188, Penn,20180310,-,-1
10305,188, Penn,20180317,--,-2
10306,188, Penn,20180317,+,1
10307,188, Penn,20180318,++,2
10308,188, Penn,20180318,-,-1
10309,188, Penn,20180324,--,-2
10310,188, Penn,20180324,---,-3
10311,188, Penn,20180325,+,1
10312,188, Penn,20180327,-,-1
10313,188, Penn,20180331,--,-2
10314,188, Penn,20180401,+,1
10315,188, Penn,20180404,++,2
10316,188, Penn,20180407,-,-1
10317,188, Penn,20180407,--,-2
10318,188, Penn,20180408,+,1
10319,188, Penn,20180410,-,-1
10320,188, Penn,20180413,+,1
10321,188, Penn,20180414,-,-1
10322,188, Penn,20180415,+,1
10323,188, Penn,20180417,++,2
10324,188, Penn,20180421,+++,3
10325,188, Penn,20180421,-,-1
10326,188, Penn,20180422,--,-2
10327,188, Penn,20180425,---,-3
10328,188, Penn,20180428,----,-4
10329,188, Penn,20180428,+,1
10330,188, Penn,20180429,-,-1
10331,188, Penn,20180509,+,1
10332,188, Penn,20180511,-,-1
10333,188, Penn,20180513,+,1
10334,188, Penn,20180513,++,2
10335,189, Penn_St,20180216,+,1
10336,189, Penn_St,20180217,++,2
10337,189, Penn_St,20180218,+++,3
10338,189, Penn_St,20180223,-,-1
10339,189, Penn_St,20180224,--,-2
10340,189, Penn_St,20180225,---,-3
10341,189, Penn_St,20180303,----,-4
10342,189, Penn_St,20180304,-----,-5
10343,189, Penn_St,20180305,+,1
10344,189, Penn_St,20180308,-,-1
10345,189, Penn_St,20180309,--,-2
10346,189, Penn_St,20180310,---,-3
10347,189, Penn_St,20180317,+,1
10348,189, Penn_St,20180317,++,2
10349,189, Penn_St,20180318,-,-1
10350,189, Penn_St,20180323,--,-2
10351,189, Penn_St,20180324,---,-3
10352,189, Penn_St,20180325,+,1
10353,189, Penn_St,20180328,-,-1
10354,189, Penn_St,20180330,--,-2
10355,189, Penn_St,20180331,---,-3
10356,189, Penn_St,20180331,----,-4
10357,189, Penn_St,20180406,-----,-5
10358,189, Penn_St,20180407,------,-6
10359,189, Penn_St,20180408,-------,-7
10360,189, Penn_St,20180410,--------,-8
10361,189, Penn_St,20180413,---------,-9
10362,189, Penn_St,20180414,----------,-10
10363,189, Penn_St,20180414,-----------,-11
10364,189, Penn_St,20180418,+,1
10365,189, Penn_St,20180420,-,-1
10366,189, Penn_St,20180421,--,-2
10367,189, Penn_St,20180422,---,-3
10368,189, Penn_St,20180425,+,1
10369,189, Penn_St,20180427,-,-1
10370,189, Penn_St,20180428,--,-2
10371,189, Penn_St,20180429,---,-3
10372,189, Penn_St,20180504,+,1
10373,189, Penn_St,20180505,++,2
10374,189, Penn_St,20180505,-,-1
10375,189, Penn_St,20180508,--,-2
10376,189, Penn_St,20180510,+,1
10377,189, Penn_St,20180511,-,-1
10378,189, Penn_St,20180512,+,1
10379,189, Penn_St,20180514,++,2
10380,189, Penn_St,20180515,+++,3
10381,189, Penn_St,20180517,-,-1
10382,189, Penn_St,20180518,--,-2
10383,189, Penn_St,20180519,---,-3
10384,190, Pepperdine,20180216,+,1
10385,190, Pepperdine,20180217,++,2
10386,190, Pepperdine,20180217,-,-1
10387,190, Pepperdine,20180218,--,-2
10388,190, Pepperdine,20180220,---,-3
10389,190, Pepperdine,20180223,+,1
10390,190, Pepperdine,20180224,-,-1
10391,190, Pepperdine,20180225,--,-2
10392,190, Pepperdine,20180228,---,-3
10393,190, Pepperdine,20180302,+,1
10394,190, Pepperdine,20180303,++,2
10395,190, Pepperdine,20180304,-,-1
10396,190, Pepperdine,20180306,--,-2
10397,190, Pepperdine,20180309,+,1
10398,190, Pepperdine,20180311,++,2
10399,190, Pepperdine,20180311,-,-1
10400,190, Pepperdine,20180313,+,1
10401,190, Pepperdine,20180316,-,-1
10402,190, Pepperdine,20180317,+,1
10403,190, Pepperdine,20180318,-,-1
10404,190, Pepperdine,20180323,+,1
10405,190, Pepperdine,20180324,-,-1
10406,190, Pepperdine,20180325,--,-2
10407,190, Pepperdine,20180327,+,1
10408,190, Pepperdine,20180329,++,2
10409,190, Pepperdine,20180330,-,-1
10410,190, Pepperdine,20180331,+,1
10411,190, Pepperdine,20180403,-,-1
10412,190, Pepperdine,20180406,+,1
10413,190, Pepperdine,20180407,++,2
10414,190, Pepperdine,20180408,-,-1
10415,190, Pepperdine,20180410,--,-2
10416,190, Pepperdine,20180413,+,1
10417,190, Pepperdine,20180414,++,2
10418,190, Pepperdine,20180415,+++,3
10419,190, Pepperdine,20180417,++++,4
10420,190, Pepperdine,20180420,+++++,5
10421,190, Pepperdine,20180421,++++++,6
10422,190, Pepperdine,20180422,+++++++,7
10423,190, Pepperdine,20180501,++++++++,8
10424,190, Pepperdine,20180504,-,-1
10425,190, Pepperdine,20180505,+,1
10426,190, Pepperdine,20180506,++,2
10427,190, Pepperdine,20180508,+++,3
10428,190, Pepperdine,20180511,++++,4
10429,190, Pepperdine,20180512,+++++,5
10430,190, Pepperdine,20180513,-,-1
10431,190, Pepperdine,20180515,--,-2
10432,190, Pepperdine,20180518,---,-3
10433,190, Pepperdine,20180519,+,1
10434,190, Pepperdine,20180520,-,-1
10435,190, Pepperdine,20180524,+,1
10436,190, Pepperdine,20180525,-,-1
10437,190, Pepperdine,20180526,+,1
10438,190, Pepperdine,20180526,-,-1
10439,192, Pittsburgh,20180216,+,1
10440,192, Pittsburgh,20180217,-,-1
10441,192, Pittsburgh,20180218,+,1
10442,192, Pittsburgh,20180218,++,2
10443,192, Pittsburgh,20180223,+++,3
10444,192, Pittsburgh,20180224,++++,4
10445,192, Pittsburgh,20180224,-,-1
10446,192, Pittsburgh,20180302,+,1
10447,192, Pittsburgh,20180303,++,2
10448,192, Pittsburgh,20180303,+++,3
10449,192, Pittsburgh,20180304,++++,4
10450,192, Pittsburgh,20180306,+++++,5
10451,192, Pittsburgh,20180309,-,-1
10452,192, Pittsburgh,20180310,+,1
10453,192, Pittsburgh,20180311,-,-1
10454,192, Pittsburgh,20180316,--,-2
10455,192, Pittsburgh,20180317,---,-3
10456,192, Pittsburgh,20180318,----,-4
10457,192, Pittsburgh,20180323,-----,-5
10458,192, Pittsburgh,20180324,+,1
10459,192, Pittsburgh,20180325,-,-1
10460,192, Pittsburgh,20180330,--,-2
10461,192, Pittsburgh,20180331,+,1
10462,192, Pittsburgh,20180401,++,2
10463,192, Pittsburgh,20180403,+++,3
10464,192, Pittsburgh,20180407,++++,4
10465,192, Pittsburgh,20180407,+++++,5
10466,192, Pittsburgh,20180408,-,-1
10467,192, Pittsburgh,20180410,--,-2
10468,192, Pittsburgh,20180411,---,-3
10469,192, Pittsburgh,20180413,----,-4
10470,192, Pittsburgh,20180414,+,1
10471,192, Pittsburgh,20180415,++,2
10472,192, Pittsburgh,20180418,-,-1
10473,192, Pittsburgh,20180420,+,1
10474,192, Pittsburgh,20180421,++,2
10475,192, Pittsburgh,20180421,-,-1
10476,192, Pittsburgh,20180428,+,1
10477,192, Pittsburgh,20180428,++,2
10478,192, Pittsburgh,20180429,-,-1
10479,192, Pittsburgh,20180501,+,1
10480,192, Pittsburgh,20180502,++,2
10481,192, Pittsburgh,20180504,-,-1
10482,192, Pittsburgh,20180505,--,-2
10483,192, Pittsburgh,20180506,+,1
10484,192, Pittsburgh,20180508,++,2
10485,192, Pittsburgh,20180511,-,-1
10486,192, Pittsburgh,20180512,--,-2
10487,192, Pittsburgh,20180513,---,-3
10488,192, Pittsburgh,20180517,----,-4
10489,192, Pittsburgh,20180518,-----,-5
10490,192, Pittsburgh,20180519,------,-6
10491,192, Pittsburgh,20180522,+,1
10492,192, Pittsburgh,20180523,++,2
10493,192, Pittsburgh,20180526,-,-1
10494,193, Portland,20180216,-,-1
10495,193, Portland,20180217,--,-2
10496,193, Portland,20180218,---,-3
10497,193, Portland,20180223,+,1
10498,193, Portland,20180224,++,2
10499,193, Portland,20180224,+++,3
10500,193, Portland,20180225,-,-1
10501,193, Portland,20180301,--,-2
10502,193, Portland,20180302,---,-3
10503,193, Portland,20180303,+,1
10504,193, Portland,20180304,-,-1
10505,193, Portland,20180306,--,-2
10506,193, Portland,20180309,---,-3
10507,193, Portland,20180310,----,-4
10508,193, Portland,20180310,+,1
10509,193, Portland,20180311,++,2
10510,193, Portland,20180313,-,-1
10511,193, Portland,20180316,+,1
10512,193, Portland,20180317,-,-1
10513,193, Portland,20180318,+,1
10514,193, Portland,20180323,-,-1
10515,193, Portland,20180324,--,-2
10516,193, Portland,20180325,---,-3
10517,193, Portland,20180329,+,1
10518,193, Portland,20180330,-,-1
10519,193, Portland,20180331,+,1
10520,193, Portland,20180406,-,-1
10521,193, Portland,20180407,--,-2
10522,193, Portland,20180408,---,-3
10523,193, Portland,20180409,+,1
10524,193, Portland,20180412,++,2
10525,193, Portland,20180413,-,-1
10526,193, Portland,20180414,+,1
10527,193, Portland,20180417,-,-1
10528,193, Portland,20180418,--,-2
10529,193, Portland,20180420,+,1
10530,193, Portland,20180421,++,2
10531,193, Portland,20180422,-,-1
10532,193, Portland,20180424,--,-2
10533,193, Portland,20180425,+,1
10534,193, Portland,20180427,-,-1
10535,193, Portland,20180428,--,-2
10536,193, Portland,20180429,+,1
10537,193, Portland,20180508,++,2
10538,193, Portland,20180509,+++,3
10539,193, Portland,20180511,-,-1
10540,193, Portland,20180512,--,-2
10541,193, Portland,20180513,+,1
10542,193, Portland,20180515,++,2
10543,193, Portland,20180518,+++,3
10544,193, Portland,20180519,-,-1
10545,193, Portland,20180520,+,1
10546,193, Portland,20180521,-,-1
10547,194, Prairie_View,20180216,-,-1
10548,194, Prairie_View,20180217,--,-2
10549,194, Prairie_View,20180218,---,-3
10550,194, Prairie_View,20180302,----,-4
10551,194, Prairie_View,20180303,+,1
10552,194, Prairie_View,20180303,-,-1
10553,194, Prairie_View,20180306,--,-2
10554,194, Prairie_View,20180307,---,-3
10555,194, Prairie_View,20180313,----,-4
10556,194, Prairie_View,20180316,-----,-5
10557,194, Prairie_View,20180317,------,-6
10558,194, Prairie_View,20180317,-------,-7
10559,194, Prairie_View,20180320,+,1
10560,194, Prairie_View,20180321,-,-1
10561,194, Prairie_View,20180323,--,-2
10562,194, Prairie_View,20180324,+,1
10563,194, Prairie_View,20180325,++,2
10564,194, Prairie_View,20180326,-,-1
10565,194, Prairie_View,20180330,--,-2
10566,194, Prairie_View,20180331,---,-3
10567,194, Prairie_View,20180401,----,-4
10568,194, Prairie_View,20180404,-----,-5
10569,194, Prairie_View,20180406,------,-6
10570,194, Prairie_View,20180407,+,1
10571,194, Prairie_View,20180408,++,2
10572,194, Prairie_View,20180410,-,-1
10573,194, Prairie_View,20180411,--,-2
10574,194, Prairie_View,20180417,---,-3
10575,194, Prairie_View,20180420,----,-4
10576,194, Prairie_View,20180421,-----,-5
10577,194, Prairie_View,20180422,------,-6
10578,194, Prairie_View,20180427,-------,-7
10579,194, Prairie_View,20180428,+,1
10580,194, Prairie_View,20180429,++,2
10581,194, Prairie_View,20180501,-,-1
10582,194, Prairie_View,20180502,--,-2
10583,194, Prairie_View,20180505,---,-3
10584,194, Prairie_View,20180505,----,-4
10585,194, Prairie_View,20180505,+,1
10586,194, Prairie_View,20180506,-,-1
10587,194, Prairie_View,20180508,--,-2
10588,194, Prairie_View,20180509,---,-3
10589,194, Prairie_View,20180511,----,-4
10590,194, Prairie_View,20180512,-----,-5
10591,194, Prairie_View,20180513,------,-6
10592,194, Prairie_View,20180516,-------,-7
10593,194, Prairie_View,20180517,+,1
10594,194, Prairie_View,20180519,-,-1
10595,195, Presbyterian,20180216,+,1
10596,195, Presbyterian,20180217,++,2
10597,195, Presbyterian,20180217,-,-1
10598,195, Presbyterian,20180218,--,-2
10599,195, Presbyterian,20180220,---,-3
10600,195, Presbyterian,20180221,----,-4
10601,195, Presbyterian,20180223,-----,-5
10602,195, Presbyterian,20180224,------,-6
10603,195, Presbyterian,20180225,+,1
10604,195, Presbyterian,20180227,++,2
10605,195, Presbyterian,20180302,-,-1
10606,195, Presbyterian,20180302,+,1
10607,195, Presbyterian,20180307,-,-1
10608,195, Presbyterian,20180309,--,-2
10609,195, Presbyterian,20180309,---,-3
10610,195, Presbyterian,20180310,----,-4
10611,195, Presbyterian,20180310,-----,-5
10612,195, Presbyterian,20180314,------,-6
10613,195, Presbyterian,20180316,-------,-7
10614,195, Presbyterian,20180317,--------,-8
10615,195, Presbyterian,20180318,---------,-9
10616,195, Presbyterian,20180320,----------,-10
10617,195, Presbyterian,20180323,+,1
10618,195, Presbyterian,20180324,++,2
10619,195, Presbyterian,20180324,-,-1
10620,195, Presbyterian,20180327,--,-2
10621,195, Presbyterian,20180329,+,1
10622,195, Presbyterian,20180330,++,2
10623,195, Presbyterian,20180331,-,-1
10624,195, Presbyterian,20180403,--,-2
10625,195, Presbyterian,20180404,+,1
10626,195, Presbyterian,20180406,++,2
10627,195, Presbyterian,20180407,+++,3
10628,195, Presbyterian,20180408,-,-1
10629,195, Presbyterian,20180411,--,-2
10630,195, Presbyterian,20180413,---,-3
10631,195, Presbyterian,20180414,----,-4
10632,195, Presbyterian,20180414,-----,-5
10633,195, Presbyterian,20180417,+,1
10634,195, Presbyterian,20180420,-,-1
10635,195, Presbyterian,20180421,--,-2
10636,195, Presbyterian,20180422,---,-3
10637,195, Presbyterian,20180425,----,-4
10638,195, Presbyterian,20180427,-----,-5
10639,195, Presbyterian,20180428,------,-6
10640,195, Presbyterian,20180429,-------,-7
10641,195, Presbyterian,20180502,--------,-8
10642,195, Presbyterian,20180509,---------,-9
